page;title;author;publisher;price;score;reviews;language;pages;edition;code;category
11;[a mennybeszállás gyakorlata];Simándi Ágnes;IRODALMI JELEN KÖNYVEK, 2012;13.72;0;0;magyar;80;papír / puha kötés;5948429701618;Könyv > Irodalom > Szépirodalom > Vers > Magyar irodalom > Kortárs
11;Dr. Ecco talányos kalandjai;Dennis Shasha;Typotex Kiadó, 2012;20.58;4;4;magyar;174;puhatáblás, ragasztókötött;9789632792781;Könyv > Irodalom > Riportkönyv, tényirodalom
11;A vonzás szabályai - Rules of Attraction;Simone Elkeles;Könyvmolyképző Kiadó Kft., 2014;31.65;4;4;magyar;364;puhatáblás, ragasztókötött;9789632456423;Könyv > Irodalom > Szórakoztató irodalom > Kalandregény
11;Technika vagy érték a jogállam? - A jogállami értékek átadása és az előítéletek csökkentése a jogászok és a rendőrtisztek képzésében;Krémer Ferenc;L'Harmattan Kiadó, 2012;32.71;0;0;magyar;196;puhatáblás, ragasztókötött;3000002953479;Könyv > Társadalomtudomány > Jog
11;Angry Birds: A nagy zöld firkakönyv;Luca Anna (szerk.);Egmont-Hungary Kft., 2012;21.09;4;4;magyar;104;puhatáblás, ragasztókötött;9789633432167;Könyv > Gyermek- és ifjúsági > Kifestők, foglalkoztatók > 3-6 éveseknek
11;Kitakar a pillanat;Hegyi Balázs;PALIMPSZESZT KULT.ALAPÍTVÁNY, 2012;15.83;4;4;magyar;137;cérnafűzött, keménytáblás;9786155070198;Könyv > Irodalom > Szépirodalom > Vers > Magyar irodalom > Kortárs
11;Állam és nemzet a rendszerváltás után;Gecse Géza;Kairosz Kiadó, 2002;24.27;0;0;magyar;408;fűzve;9789639406483;Könyv > Történelem > Magyar történelem > Jelenkori történelem
11;Színre visszük a nyarat - A Köszegi Várszínház első harminc éve (1982-2011);Tóthárpád Ferenc;Jurisics-vár Művelődési központ, 2012;31.66;0;0;magyar;220;cérnafűzött, keménytáblás;9789630843331;Könyv > Művészet > Film és színház
11;Ballada a rendszerváltásról;Gyurkovics Tibor;Kairosz Kiadó, 2000;10.34;0;0;magyar;72;puhatáblás, ragasztókötött;9639302074;Könyv > Irodalom > Szépirodalom > Vers > Magyar irodalom > Kortárs
11;És ekkor megszólalt a csengő!;null;Underground Kiadó és Terjesztő Kft., 2010;10.45;0;0;magyar;318;puhatáblás, ragasztókötött;9789638789150;Könyv > Irodalom > Szépirodalom > Próza > Magyar irodalom > Antológiák
11;Sztárok a lovardában;Kathrin Schrocke;Fabula Stúdió, 2010;18.89;0;0;magyar;124;cérnafűzött, keménytáblás;9789637461491;Könyv > Gyermek- és ifjúsági > Ifjúsági irodalom > 7-10 éveseknek > Kortárs
11;A Scarlett lakosztály;Maureen Johnson;Ciceró Könyvstúdió Kft., 2012;29.44;0;0;magyar;404;puhatáblás, ragasztókötött;9789635397464;Könyv > Gyermek- és ifjúsági > Ifjúsági irodalom > 10-14 éveseknek > Kortárs
11;A Rasch-modell alkalmazási lehetőségei az empirikus kutatások gyakorlatában;Molnár Gyöngyvér;Gondolat Kiadói Kör, 2013;23.22;4;4;magyar;206;puhatáblás, ragasztókötött;9789636934156;Könyv > Társadalomtudomány > Filozófia > Egyéb
11;A 2× hét (Tizennégy útkereső beszélgetés) - TIZENNÉGY ÚTKERESŐ BESZÉLGETÉS;Halász Zsuzsa;Kairosz Kiadó, 2003;24.27;4;4;magyar;222;fűzve;9639484253;Könyv > Irodalom > Riportkönyv, tényirodalom
11;Lelkünk mennyországában;Conrad De Meester;Sarutlan Kármelita Nővérek, 2012;12.93;0;0;magyar;176;puhatáblás, ragasztókötött;9789630025850;Könyv > Vallás > Kereszténység
11;Valós analízis előadások 2.;Komornik Vilmos;Typotex Kiadó, 2012;47.49;4;4;magyar;336;puhatáblás, ragasztókötött;9789632797120;Könyv > Természettudomány > Matematika > Analízis
12;A Rasch-modell alkalmazási lehetőségei az empirikus kutatások gyakorlatában;Molnár Gyöngyvér;Gondolat Kiadói Kör, 2013;23.22;4;4;magyar;206;puhatáblás, ragasztókötött;9789636934156;Könyv > Társadalomtudomány > Filozófia > Egyéb
12;A 2× hét (Tizennégy útkereső beszélgetés) - TIZENNÉGY ÚTKERESŐ BESZÉLGETÉS;Halász Zsuzsa;Kairosz Kiadó, 2003;24.27;0;0;magyar;222;fűzve;9639484253;Könyv > Irodalom > Riportkönyv, tényirodalom
12;Lelkünk mennyországában;Conrad De Meester;Sarutlan Kármelita Nővérek, 2012;12.93;0;0;magyar;176;puhatáblás, ragasztókötött;9789630025850;Könyv > Vallás > Kereszténység
12;Valós analízis előadások 2.;Komornik Vilmos;Typotex Kiadó, 2012;47.49;0;0;magyar;336;puhatáblás, ragasztókötött;9789632797120;Könyv > Természettudomány > Matematika > Analízis
12;A családi boldogság;Kalocsa Róza;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;194;kemény kötés;2050000048210;Könyv > Társadalomtudomány > Néprajz
12;A magyar protestáns egyház történelem részletei a reformátio korától jelenig;Balogh Ferenc;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;183;kemény kötésben;2050000076930;Könyv > Történelem > Magyar történelem > Egyéb
12;Pozsony város joga a középkorban;Király János;Históriaantik Könyvesház, 2012;83.36;4;4;magyar;464;cérnafűzött, keménytáblás;2050000044595;Könyv > Történelem > Magyar történelem > Középkor
12;A nagycsepcsényi és muthnai Vladár-család története és leszármazása;Bráz Béla;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;254;kemény kötés;2701153880225;Könyv > Történelem > Heraldika, családtörténet
12;Egyetemeink a középkorban;Ábel Jenő;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;97;ISBN: 5992400000450;N/A;Könyv > Történelem > Magyar történelem > Középkor
12;A bácskai és bánsági szerbek szereplésének története, 1526-1711;Dudás Gyula;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;78;kemény kötésben;2050000058622;Könyv > Történelem > Magyar történelem > A török hódoltság kora
12;Magyarok őstörténete - Görög források a scythák történetéhez;Télfy János;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;130;kemény kötés;5992400000344;Könyv > Történelem > Magyar történelem > Őstörténet és honfoglalás
12;A Csanád nemzetség;Makay Dezső;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;291;ragasztott, keménytábla;2050000054730;Könyv > Történelem > Heraldika, családtörténet
12;Csanád vármegye története 1715-ig. I.;Borovszky Samu;Históriaantik Könyvesház, 2012;104.46;4;4;magyar;500;kemény kötés;2050000038228;Könyv > Történelem > Helytörténet > A történelmi Magyarország
12;A hazai és külföldi iskolázás a XVI. században;Fraknói Vilmos;Históriaantik Könyvesház, 2012;83.36;4;4;magyar;424;kemény kötés;2050000087202;Könyv > Történelem > Magyar történelem > A török hódoltság kora
12;A szent lecsó;Jávor Béla;Kairosz Kiadó, 2001;17.94;4;4;magyar;310;puhatáblás, ragasztókötött;9639406066;Könyv > Történelem > Magyar történelem > Egyéb
12;A császár kis barátnéja - Betsy Balcombe emlékirata Napóleonról Szent Ilona szigetén;Betsy Balcombe;Gabo Kiadó, 2012;26.28;4;4;magyar;194;puhatáblás, ragasztókötött;9789636896041;Könyv > Irodalom > Szórakoztató irodalom > Romantikus
12;Európa - a nagy ábránd?;Tony Judt;XX. Század Intézet, 2002;23.22;4;4;magyar;146;kötve;9789639406803;Könyv > Társadalomtudomány > Társadalompolitika
12;III/III-as történelmi olvasókönyv 2. - ADALÉKOK AZ EMBERI JOGOK MAGYARORSZÁGI HELYZETÉHEZ;Kahler Frigyes;Kairosz Kiadó, 2002;33.77;4;4;magyar;280;cérnafűzött, keménytáblás;9639406937;Könyv > Történelem > Magyar történelem > A Rákosi- és Kádár-korszak
12;A színpad nagyasszonyai - Magyar királynék és nagyasszonyok 18.;Szilágyi Rita;Duna International Kft., 2012;17.89;0;0;magyar;96;cérnafűzött, keménytáblás;9786155129551;Könyv > Művészet > Film és színház
12;Jellemkutatás;Kiráy J.-Laskay A.;Kairosz Kiadó, 2001;16.78;4;4;magyar;208;fűzve;9789639302570;Könyv > Vallás > Kereszténység
12;T.E.T.T. - A minőség társadalma;Kopátsy Sándor;Kairosz Kiadó, 2000;23.22;4;4;magyar;396;kötve;9639302325;Könyv > Történelem > Művelődéstörténet > Magyar művelődéstörténet
12;In omni hora - Minden órában - A tizennégy segítőszent kultusza Magyarországon;Kölnei Lívia-Balázs Erzsébet;Kairosz Kiadó, 2002;20.05;4;4;magyar;158;fűzve;9789639406575;Könyv > Vallás > Kereszténység
12;Vissza a jövőbe;Mart Laar;Kairosz Kiadó, 2002;21.11;0;0;magyar;182;kötve;9639406961;Könyv > Történelem > Politika
12;Régi idők vendéglátása a Duna-Tisza közén;Szakál László;B.K.L. Kiadó, 2009;63.31;4;4;magyar;224;cérnafűzött, keménytáblás;9789637334474;Könyv > Életmód, egészség > Gasztronómia > Gasztronómiatörténet
12;Ki az a Rézmák? - Találós kérdések, anyanyelvi játékok óvodások és kisiskolások számára;Jósa Judit;B.K.L. Kiadó, 2008;20.90;4;4;magyar;60;kemény kötés;9789637334351;Könyv > Gyermek- és ifjúsági > Gyermekversek, dalok
12;Anita - Vendel trilógia - 1. könyv;Vörös Csaba;Sport-Háló Kiadó, 2012;31.56;0;0;magyar;442;puhatáblás, ragasztókötött;9789630837460;Könyv > Irodalom > Szórakoztató irodalom > Krimi
12;Sherlock Holmes és a Baker Streeti Vagányok - A végső találkozás;Tracy Mack;Könyvmolyképző Kiadó Kft., 2012;26.37;0;0;magyar;218;keménytábla, védőborító;9789632456805;Könyv > Gyermek- és ifjúsági > Ifjúsági irodalom > 10-14 éveseknek > Kortárs
12;Európai ezredkezdet - Politikai tabuk a globalizációban;Molnár Pál;Kairosz Kiadó, 2002;16.89;0;0;magyar;178;karton;9789639406353;Könyv > Társadalomtudomány > Társadalompolitika
12;Természetes ábrázolás az 1526. év előtti magyar czimerekben;R. Kiss István;null;36.94;4;4;magyar;88;puhatáblás, ragasztókötött;9786155242267;Könyv > Történelem > Heraldika, családtörténet
12;Zsámbék avagy a mulandóság dicsérete - Avagy a mulandóság dicsérete;Móser Zoltán;Kairosz Kiadó, 2001;31.66;4;4;magyar;90;fűzve;9639302929;Könyv > Történelem > Helytörténet > Magyarország
12;A Vatikán a vörös csillag árnyékában;Józef Mackiewicz;Attraktor, 2021;41.15;4;4;magyar;284;puhatáblás, ragasztókötött;9789639857940;Könyv > Társadalomtudomány > Társadalompolitika
12;A Görgeyek és a reformáczió - A reformáczió 400 éves évfordulójára;Görgey Albert;Hermit Könyvkiadó Bt., 2012;68.59;4;4;magyar;96;puhatáblás, ragasztókötött;9786155242335;Könyv > Történelem > Heraldika, családtörténet
12;Attila, a hunok királya;Éric Deschodt;Gabo Kiadó, 2012;26.28;4;4;magyar;288;keménytábla, védőborító;9789636895334;Könyv > Történelem > Életrajzok
12;A római pápák történelme Szent Pétertől korunkig IV.;Karcsú Antal Arzén;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;231;kemény kötés;2050000073632;Könyv > Történelem > Világtörténelem > Egyéb
12;A római pápák történelme Szent Pétertől korunkig III.;Karcsú Antal Arzén;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;203;kemény kötés;2050000081453;Könyv > Történelem > Világtörténelem > Egyéb
12;A római pápák történelme Szent Pétertől korunkig II.;Karcsú Antal Arzén;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;176;kemény kötés;2050000081446;Könyv > Történelem > Világtörténelem > Egyéb
12;A római pápák történelme Szent Pétertől korunkig I.;Karcsú Antal Arzén;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;292;ISBN: 2050000060205;N/A;Könyv > Történelem > Világtörténelem > Egyéb
12;A római pápák történelme Szent Pétertől korunkig V.;Karcsú Antal Arzén;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;200;kemény kötés;2050000073649;Könyv > Történelem > Világtörténelem > Egyéb
12;A római pápák történelme Szent Pétertől korunkig VI.;Karcsú Antal Arzén;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;236;kemény kötés;2050000081422;Könyv > Történelem > Világtörténelem > Egyéb
12;A római pápák történelme Szent Pétertől korunkig VII.;Karcsú Antal Arzén;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;277;kemény kötés;2050000081415;Könyv > Történelem > Világtörténelem > Egyéb
12;A római pápák történelme Szent Pétertől korunkig VIII.;Karcsú Antal Arzén;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;311;kemény kötés;5992400001969;Könyv > Történelem > Világtörténelem > Egyéb
12;Pázmány Péter levelezése I. 1605-1625;Pázmány Péter;Históriaantik Könyvesház, 2012;83.36;0;0;magyar;461;kemény kötés;2050000051890;Könyv > Irodalom > Irodalomtörténet > Magyar irodalom > Levelezés, napló
12;Az esztergomi főegyháznak okmánytára I. - Az esztergomi Érsekségnek Árpádkori okmányai;Knauz Nándor;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;109;cérnafűzött, keménytáblás;2050000044380;Könyv > Történelem > Magyar történelem > Egyéb
12;Az 1848-49-ki pénzügy. - A forradalmi időszak pénzügyének, hitelműveleteinek és a forradalmi kiadásoknak ismertetése az eredeti számadások alapján;Lukács Béla;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;128;cérnafűzött, keménytáblás;2050000040504;Könyv > Történelem > Magyar történelem > 1848-49
12;A pozsonyi káptalannak kéziratai - Codices manuscripti capituli Posoniensis;Knauz Nándor;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;324;cérnafűzött, keménytáblás;2050000044366;Könyv > Történelem > Életrajzok
12;A Dobó-Balassa-féle összeesküvés történetéhez, 1569-72;Károlyi Árpád;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;123;kemény kötésben;2050000063183;Könyv > Történelem > Magyar történelem > A török hódoltság kora
12;Pázmány Péter és kora I. 1570-1621;Frankl Vilmos;Históriaantik Könyvesház, 2012;83.36;4;4;magyar;638;cérnafűzött, keménytáblás;2050000026676;Könyv > Történelem > Életrajzok
12;Háromhegyi történet;P. Gábor Mózes;Kairosz Kiadó, 2002;23.22;0;0;magyar;167;fűzve;9639484105;Könyv > Történelem > Helytörténet > A történelmi Magyarország
12;A Honvédelmi Bizottmány keletkezése s a forradalom kitörése 1848-ban;Szeremlei Sámuel;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;196;cérnafűzött, keménytáblás;5992400000977;Könyv > Történelem > Magyar történelem > 1848-49
12;Naplóm I.;Szemere Bertalan;Históriaantik Könyvesház, 2012;83.36;0;0;magyar;352;cérnafűzött, keménytáblás;2050000043215;Könyv > Történelem > Magyar történelem > 1848-49
12;Lányi Károly magyar egyháztörténelme I. 889-1526;Lányi Károly;Históriaantik Könyvesház, 2012;104.46;0;0;magyar;716;cérnafűzött, keménytáblás;2050000044373;Könyv > Történelem > Magyar történelem > 1848-49
12;Kossuth Lajos levelezése a magyar szabadságharc karvezéreivel, 1848-1849-ben;Kossuth Lajos;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;138;ragasztott, keménytábla;2050000051883;Könyv > Irodalom > Irodalomtörténet > Magyar irodalom > Levelezés, napló
12;A báni méltóság tekintettel a bánságok történelmi s közjogi viszonyaira;Korbuly Imre;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;226;cérnafűzött, keménytáblás;2050000025679;Könyv > Történelem > Magyar történelem > Egyéb
12;A magyar forradalom napjai 1849. julius elsője után;Szilágyi Sándor;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;192;ragasztott, keménytábla;2050000054600;Könyv > Történelem > Magyar történelem > 1848-49
12;A magyar egyház története;Cherrier Miklós;Históriaantik Könyvesház, 2012;104.46;4;4;magyar;592;kemény kötés;2050000074318;Könyv > Vallás > Kereszténység
12;A káptalani iskolák története Magyarországon 1540-ig;Békefi Remig;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;598;kemény kötés;5992400000887;Könyv > Történelem > Magyar történelem > Középkor
12;A magyar nemzet története III.;Fraknói Vilmos;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;400;cérnafűzött, keménytáblás;2050000029820;Könyv > Történelem > Magyar történelem > Egyéb
12;A magyar nemzet története II.;Fraknói Vilmos;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;328;kemény kötés;2050000026058;Könyv > Történelem > Magyar történelem > Egyéb
12;A magyar nemzet története I.;Fraknói Vilmos;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;190;kemény kötés;2050000025266;Könyv > Történelem > Magyar történelem > Egyéb
12;Brougthonnak a religióról való históriai lexicona III. - (N-V.);Mindszenti Sámuel;Históriaantik Könyvesház, 2012;83.36;0;0;magyar;440;kemény kötésben;2050000071942;Könyv > Szakkönyv > Lexikon, enciklopédia > Általános
13;A Honvédelmi Bizottmány keletkezése s a forradalom kitörése 1848-ban;Szeremlei Sámuel;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;196;cérnafűzött, keménytáblás;5992400000977;Könyv > Történelem > Magyar történelem > 1848-49
13;Naplóm I.;Szemere Bertalan;Históriaantik Könyvesház, 2012;83.36;0;0;magyar;352;cérnafűzött, keménytáblás;2050000043215;Könyv > Történelem > Magyar történelem > 1848-49
13;Lányi Károly magyar egyháztörténelme I. 889-1526;Lányi Károly;Históriaantik Könyvesház, 2012;104.46;0;0;magyar;716;cérnafűzött, keménytáblás;2050000044373;Könyv > Történelem > Magyar történelem > 1848-49
13;Kossuth Lajos levelezése a magyar szabadságharc karvezéreivel, 1848-1849-ben;Kossuth Lajos;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;138;ragasztott, keménytábla;2050000051883;Könyv > Irodalom > Irodalomtörténet > Magyar irodalom > Levelezés, napló
13;A báni méltóság tekintettel a bánságok történelmi s közjogi viszonyaira;Korbuly Imre;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;226;cérnafűzött, keménytáblás;2050000025679;Könyv > Történelem > Magyar történelem > Egyéb
13;A magyar forradalom napjai 1849. julius elsője után;Szilágyi Sándor;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;192;ragasztott, keménytábla;2050000054600;Könyv > Történelem > Magyar történelem > 1848-49
13;A magyar egyház története;Cherrier Miklós;Históriaantik Könyvesház, 2012;104.46;4;4;magyar;592;kemény kötés;2050000074318;Könyv > Vallás > Kereszténység
13;A káptalani iskolák története Magyarországon 1540-ig;Békefi Remig;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;598;kemény kötés;5992400000887;Könyv > Történelem > Magyar történelem > Középkor
13;A magyar nemzet története III.;Fraknói Vilmos;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;400;cérnafűzött, keménytáblás;2050000029820;Könyv > Történelem > Magyar történelem > Egyéb
13;A magyar nemzet története II.;Fraknói Vilmos;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;328;kemény kötés;2050000026058;Könyv > Történelem > Magyar történelem > Egyéb
13;A magyar nemzet története I.;Fraknói Vilmos;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;190;kemény kötés;2050000025266;Könyv > Történelem > Magyar történelem > Egyéb
13;Brougthonnak a religióról való históriai lexicona III. - (N-V.);Mindszenti Sámuel;Históriaantik Könyvesház, 2012;83.36;0;0;magyar;440;kemény kötésben;2050000071942;Könyv > Szakkönyv > Lexikon, enciklopédia > Általános
13;Brougthonnak a religióról való históriai lexicona II. - (D-M.);Mindszenti Sámuel;Históriaantik Könyvesház, 2012;104.46;4;4;magyar;605;kemény kötésben;2050000071959;Könyv > Szakkönyv > Lexikon, enciklopédia > Általános
13;Brougthonnak a religióról való históriai lexicona I. - (A-C.);Mindszenti Sámuel;Históriaantik Könyvesház, 2012;104.46;4;4;magyar;628;kemény kötésben;2050000066733;Könyv > Szakkönyv > Lexikon, enciklopédia > Általános
13;Európa tekíntete jelenvaló természeti, míveleti, és kormányi állapotjában -Belgium, Hollandiával. Itáliából Lombart-Sard-Moden-Lucca-Toscana tartományok - 4.kötet;Dóczy József;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;304;kemény kötésben;5992400000802;Könyv > Történelem > Világtörténelem > Egyéb
13;Európa tekíntete jelenvaló természeti, míveleti, és kormányi állapotjában - A Svédi Birodalom. (Suetzia és Norvegia.) és Dánia - 3.kötet;Dóczy József;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;311;ragasztott, keménytábla;5992400000801;Könyv > Történelem > Világtörténelem > Egyéb
13;Európa tekíntete jelenvaló természeti, míveleti, és kormányi állapotjában - Frantzia ország. Helvétzia. Nagy Britannia és Irland - 2.kötet;Dóczy József;Históriaantik Könyvesház, 2012;83.36;4;4;magyar;357;kemény kötésben;5992400000800;Könyv > Történelem > Világtörténelem > Egyéb
13;Európa tekíntete jelenvaló természeti, míveleti, és kormányi állapotjában - Európa átaljában, Portugallia, és Spanyol ország - 1.kötet;Dóczy József;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;296;ISBN: 5992400000799;N/A;Könyv > Történelem > Világtörténelem > Egyéb
13;Bevezetés a romkarakterológiába;Kelemen Bálint Zoltán;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;144;kemény kötés;2050000046605;Könyv > Művészet > Építészet > Monográfiák, tanulmányok
13;Tanulmányok a népvándorlás korának emlékeiről I-II.;Pulszky Ferencz;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;79;kemény kötésben;2050000062421;Könyv > Történelem > Magyar történelem > Őstörténet és honfoglalás
13;A Viczmándy-család története;Viczmándy Tamás;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;114;cérnafűzött, keménytáblás;2050000043703;Könyv > Történelem > Heraldika, családtörténet
13;A Mikófalvi Bekény család leszármazása és története;Illésy János;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;156;cérnafűzött, keménytáblás;2050000039324;Könyv > Történelem > Heraldika, családtörténet
13;A Bartakovich-, Justh-, Rudnay- és Rudnyánszky-családok és részben azok rokonsága;Csizmadia János;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;70;kemény kötés;5992400000559;Könyv > Történelem > Heraldika, családtörténet
13;A vargyasi Daniel család közpályán és a magánéletben;null;null;104.46;0;0;magyar;910;cérnafűzött, keménytáblás;2050000043529;Könyv > Történelem > Heraldika, családtörténet
13;A várnai csata;Vaszary Kolos;Históriaantik Könyvesház, 2012;68.59;4;4;magyar;83;kemény kötésben;2050000062674;Könyv > Történelem > Magyar történelem > A török hódoltság kora
13;Magyarország történelme V.;Horváth MIhály;Históriaantik Könyvesház, 2012;104.46;0;0;magyar;529;cérnafűzött, keménytáblás;2050000045233;Könyv > Történelem > Magyar történelem > Általános
13;Magyarország történelme I.;Horváth Mihály;Históriaantik Könyvesház, 2012;104.46;0;0;magyar;544;kemény kötésben;2050000062742;Könyv > Történelem > Magyar történelem > Általános
13;Sáros vármegye monografiája I.;null;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;489;kemény kötés;2050000024740;Könyv > Történelem > Világtörténelem > Egyéb
13;Nyíregyháza szabad, kiváltságolt város története I-II.;Lukács Ödön;Históriaantik Könyvesház, 2012;104.46;0;0;magyar;491;ISBN: 5992400001400;N/A;Könyv > Történelem > Magyar történelem > Általános
13;A váradi püspökség története alapitásától a jelenkorig IV.;Bunyitai Vince;Históriaantik Könyvesház, 2012;83.36;0;0;magyar;489;kemény kötésben;2050000050091;Könyv > Történelem > Magyar történelem > Általános
13;Az 1437-ik évi parasztlázadás története;Gombos F. Albin;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;133;kemény kötésben;2050000057434;Könyv > Történelem > Világtörténelem > Középkor
13;A szeretet civilizációjáért - Társadalompolitika - szociálpolitika - családpolitika és a keresztény társadalometika;Farkas Péter;L'Harmattan Kiadó, 2012;47.49;4;4;magyar;525;karton;9789632365916;Könyv > Társadalomtudomány > Társadalompolitika
13;Johanna a vonaton;Kathrin Schärer;Scolar Kiadó, 2012;25.85;0;0;magyar;42;cérnafűzött, keménytáblás;9789632443898;Könyv > Gyermek- és ifjúsági > Ifjúsági irodalom > 7-10 éveseknek > Kortárs
13;Mondj nemet a szívbetegségekre! - Étrendalapú program korunk népbetegsége ellen;Patrick Holford;Partvonal Könyvkiadó, 2012;28.39;4;4;magyar;176;cérnafűzött, keménytáblás;9789639910942;Könyv > Életmód, egészség > Egészséges életmód
13;Guinness World Records 2013 - Fedezd fel a legújabb rekordok világát!;null;Gabo Kiadó, 2012;73.76;0;0;magyar;288;cérnafűzött, keménytáblás;9789636895914;Könyv > Szakkönyv > Lexikon, enciklopédia > Általános
13;A magyar állam fönmaradásának és alkotmányos szabadságának okai III.;Andrássy Gyula;Históriaantik Könyvesház, 2012;68.59;0;0;magyar;459;kemény kötés;2050000031069;Könyv > Történelem > Magyar történelem > Egyéb
13;A magyar állam fönmaradásának és alkotmányos szabadságának okai II.;Gróf Andrássy Gyula;Históriaantik Könyvesház, 2012;83.64;0;0;magyar;270;ragasztott, keménytábla;2050000031106;Könyv > Történelem > Magyar történelem > Egyéb
13;A magyar állam fönmaradásának és alkotmányos szabadságának okai I.;Andrássy Gyula;Históriaantik Könyvesház, 2012;83.64;5;1;magyar;445;kemény kötés;2050000031052;Könyv > Történelem > Magyar történelem > Egyéb
13;Az ókori község tanulmány a görög és római vallásról, jogról intézményekről;Fustel De Coulanges;Históriaantik Könyvesház, 2012;104.81;0;0;magyar;609;ISBN: 2050000029875;N/A;Könyv > Történelem > Világtörténelem > Egyéb
13;A Budapesten uralgott járványos betegségek történelme különös tekintettel a cholerára;Halász Géza;Históriaantik Könyvesház, 2012;83.64;0;0;magyar;209;kemény kötés;2050000066122;Könyv > Történelem > Magyar történelem > Egyéb
13;Mozaikok a Magyar Királyság 16-17. századi történelméből;Bagi Zoltán Péter;Históriaantik Könyvesház, 2012;68.82;5;1;magyar;248;ragasztott, keménytábla;2050000028618;Könyv > Történelem > Magyar történelem > Egyéb
13;1000 tipp a szépségért - Szépségápolás, smink, diéták, receptek, torna, divat;Fábián Barbara;Szalay Könyvek, 2012;15.87;0;0;magyar;112;puhatáblás, ragasztókötött;9789632514413;Könyv > Életmód, egészség > Kozmetika, szépség, divat
13;Várjuk a Mikulást;Juhász Magda;Santos Kiadó, 2012;15.78;5;1;magyar;8;leporelló;9786155135118;Könyv > Gyermek- és ifjúsági > Leporellók, lapozók
13;Fénycsóva lobbant - Antológia a fényről;null;Liget Műhely Alapítvány, 2012;63.53;0;0;magyar;440;cérnafűzött, keménytáblás;9789639363830;Könyv > Irodalom > Szépirodalom > Antológiák
13;A nagyhatalmú sündisznócska - Nagy mesemondók legszebb történetei;null;Szalay Könyvek, 2012;33.89;0;0;magyar;96;keménytábla, védőborító;9789632514260;Könyv > Gyermek- és ifjúsági > Mesekönyvek > 3-6 éveseknek > Klasszikus mesék
13;Zsugaléria - Képeslap és kártya a humor tükrében;Horváth Ferenc;Pont Kiadó, 2012;61.15;0;0;magyar;104;cérnafűzött, keménytáblás;9789637265839;Könyv > Művészet > Műgyűjtés, árverési katalógusok
13;Biliárd a Dobray Szállóban;Dusan Sarotar;Pro Pannónia Kiadói Alapítvány, 2012;21.18;5;1;magyar;168;kemény kötés;9789639893641;Könyv > Irodalom > Szépirodalom > Próza > Világirodalom > Regények > Kortárs > Egyéb
13;A fekete üveggömb;Armstrong Livingston;Hermit Könyvkiadó Bt., 2012;21.08;0;0;magyar;166;puhatáblás, ragasztókötött;9786155268014;Könyv > Irodalom > Szórakoztató irodalom > Krimi
13;Területi szerkezetváltás a magyar iparban 1989 után;Dr. Kiss Éva;Dialóg Campus, 2010;31.56;0;0;magyar;224;cérnafűzött, keménytáblás;9789639950269;Könyv > Társadalomtudomány > Közgazdaság > Alkalmazott közgazdaságtan > Ipar
