page;rank;title;publisher
12;711;THE MOAT AROUND MURCHESON' S EYE;Harper Collins, 2000
12;712;Sandra Brown: A Whole New Light;Bantam Books, 1992
12;713;Dr. Ambrus Gabriella Konrád Ágnes Tóthné Mess Erika: Módszertani útmutató a Hegyező sorozat mf 3.;Nemzeti Tankönyvkiadó, 2010
12;714;C. E. Eckersley: English for Everybody 2.;Moszkva, 1996
12;715;Pintér András Ferenc 2.;Kossuth Kiadó, 2014
12;716;Szécsy István: A létez(ő)ett szocializmus és egyéb marhaságok - Saját képpel - Dedikált;2004
12;717;D. Cernecca J. Jernej: L'Italiano metodo audio-visivo I.;Didier, 1976
12;718;Peter D. Groves: Film in higher education and research;Pergamon Press, 1966
12;719;K. Kovács László: Ethnographia - a Magyar Néprajzi Társaság folyóirata 1962 (78. Évfolyam, 1. szám);Akadémiai Kiadó, 1962
12;720;Erőpróba szépíróknak - Feladatgyűjtemény 2. oszt.;2000
13;721;Pszichológia 1984/3;Budapest, 1984
13;722;Benda Jenő: A mosolygó álarc;Légrády Nyomda és Könyvkiadó
13;723;Raoul Auernheimer: Renée és a férfiak;Herczka Árpád Kiadása, 1918
13;724;Milton Greenblatt Myron R. Sharaf Evelyn M. Stone: Dynamics of Institutional Change;University of Pittsburgh Press, 1971
13;725;Gail Ellis Penny Hancock: Pebbles 1. - Magyar nyelvű tanári kézikönyv;Longman, 2000
13;726;Szilágyi Irén (szerk.): (N)ők - Válogatott írások;Dunatáj Kiadó Kft., 2001
13;727;Illyés Gyula: Egy év (Versek 1944. szeptember - 1945. szeptember)- I. kiadás;Sarló Kiadás, 1945
13;728;Dr. Pauer Imre: Bevezetés a philosophiai tudományokba III. - Metaphysica + A lélektan alaptanai + A logika alaptanai - 3 mű egybekötve - 1871-es;EGGENBERGER-FÉLE KÖNYVKERESKEDÉS
13;729;Buzási János (szerk.): A királyi jogügyigazgatósági levéltár - Repertórium (Levéltári leltárak 37.);Művelődésügyi Minisztérium, 1967
13;730;dr. Rusznák I. - dr. Géczy I. - Izmay F.: Textilkémiai gyakorlatok;Könnyűipari Kiadó, 1953
13;731;Néprajzi hírek (1972. I. Évfolyam 3-4. szám);Magyar Néprajzi Társaság, 1972
13;732;Rácz Margit: A KGST gazdasági szervezetei és a vállalatközi együttműködés;Közgazdasági és Jogi Könyvkiadó, 1982
13;733;Honismeret - A honismereti szakkörvezetők tájékoztatója 8. füzet;Hazafias Népfront, 1966
13;734;A. M. Liberman: Pamutfonó- és szövőgyárak termelésének elemzése;Könnyűipari Könyvkiadó, 1951
13;735;Mrs. Alexander: Az ő legkedvesebb ellensége I-II. - 1879-es;Athenaeum R. Társulat
13;736;Mozgó világ 1985/2.;Budapest, 1985
13;737;Domokos Péter: A finn realista drámáról;Budapest, 1963
13;738;Diener Péter: La mémoire du ghetto de Budapest - A budapesti gettó emléke;Tevan Alapítvány, 2014
13;739;Jókai Mór: Fekete gyémántok (Ex Libris Waschina Béla) Egybe köttetve a két kötet!;Révai Kiadás
13;740;Hajós Bence (szerk.): Közúti hidász almanac 2005 (Lánchíd füzetek 2.);Siófok, 2006
13;741;W. Bölsche: Das Liebesleben in der Natur I-III. Eine Entwickelungsgeschichte der Liebe;Eugen Diederichs Verlag
13;742;Ungvári Tamás: A modern irodalom válaszútjain - Irodalmi tanulmányok;Gondolat Kiadó, 1984
13;743;A fehér ház/Szétfoszlott idyllek/Ő felsége látogatása/O... Marquise/Novellák;Nyugat
13;744;Rajani Katta Samir P. Desai: The Successful Match: 200 Rules to Succeed in the Residency Match;Magánkiadás, 2009
13;745;H. Peterdy Ilona: A szívekbe magvat ültetek - Dedikált;Magánkiadás, 2001
13;746;Szende Aladár: Magyar nyelv III. 11 o.;Tankönyvkiadó, 1996
13;747;G. Puccini: Die Bohéme - Bohémélet;G. Ricordi
13;748;Rixon Shelagh: TIP-TOP 3. Pupils Book;Macmillan, 1992
13;749;Kardos Pálné: Ének II/B. Egységes jegyzet (kézirat) - Tanárképző Főiskolák Ének-zene tagozat részére;Tankönyvkiadó, 1971
13;750;Reader's Digest Condensed Books - Volume 2 - 1974;Reader's Digest Association, 1974
13;751;Reader's Digest Condensed Books - Volume 2 -1978;Reader's Digest Association, 1978
13;752;Roger Molander Robbie Nichols: Who Will Stop the Bomb? - A Primer on Nuclear Proliferation;Facts On File Publications, 1985
13;753;Kemiboken A: Med laborationer och arbetsövningar. Kemi A - 100 p.;Stockholm, 2005
13;754;THEMEN NEU 2. - GLOSSAR DEUTSCH - UNGARISCH;Max Hueber Verlag, 1995
13;755;Raul A. Barreneche: New Retail;Phaidon Press Ltd., 2008
13;756;Domokos Zsuzsa: História és kultúrhistória I.;
13;757;Dr. Kováts S. János (szerk.): Franczia - magyar iskolai szótár.;Franklin-Társulat, 1902
13;758;Our Discovery Island 2. AB.+CD-ROM;Longman, 2012
13;759;JÁTÉK A SZÁMOKKAL - MICIMACKÓ A PIACON;1999
13;760;Orbán Dezső: A magyar kárbunkulus;Palladis Rt.
13;761;Beethoven van Ludwig: Sonaten von L. van Beethoven + Beethoven-Album Sammlung Beliebter Stücke für Pianoforte Band I-II.;C. F. Peters
13;762;Szántó Károly: A szokás lélektana és pedagógiája;Ablaka György Könyvnyomdája, 1937
13;763;B. Eötvös József: A nővérek (regény);Ráth Mór, 1894
13;764;Szociológiai szemle 1992/3;Budapest, 1992
13;765;Szociológiai szemle 1992/2;Budapest, 1992
13;766;Egri Viktor: Fölkél a nap;Írók Alapítványa, 1928
13;767;H. C. Opfermann: Die neue Schmalfilm-Schule;Heering-Verlag , Harzburg, 1957
13;768;Szociológiai szemle 1994/1;Budapest, 1994
13;769;Szociológiai szemle 1993/1;Budapest, 1993
13;770;Szociológiai szemle 1997/3;Budapest, 1997
13;771;Patients and Their Doctors - A Study of General Practice;Routledge & Kegan Paul, 1967
13;772;Hevesi József: A milói vénusz - 1909-es;Deutsch Zsigmond És Társa
13;773;Rosie Thomas: A Simple Life;BCA, 1995
13;774;Néprajzi hírek (1981. X. Évfolyam 3-6. szám);Magyar Néprajzi Társaság, 1981
13;775;Claude Berri Alan Caillou Charles Mercer Dr. Charles W. Mayo Ann Cornelisen Howard Fast: Reader's Digest Condensed Books Spring 1969 Selections;Reader's Digest Association, 1969
13;776;Reader's Digest Condensed Books - Volume 4 - 1961;Reader's Digest Association, 1961
13;777;Reader's Digest Condensed Books - Volume 4 - 1990;Reader's Digest Association, 1990
13;778;Sz. I. Altuhov: A magyar pamutszövőipar feladatai;Könnyűipari Kiadó, 1951
13;779;A pamutszövés munkaszervezési szabályzata;Könnyűipari Könyvkiadó, 1952
13;780;Hotschewar: Filmtricks u. Trickfilme (Filmtrükkök);Verlag Von Wilhelm Knapp, 1941
14;781;A revizionizmustól az árulásig;Kossuth Kiadó, 1974
14;782;Gubcsi Lajos (szerk): Nyilvánosság a gazdaságban;Budapest, 1987
14;783;J. Fenimore Cooper: Die Ansiedler;Berlin, 1955
14;784;Vértes O. Auguszta: Dombi Márton ismeretlen francia-magyar szótára;Budapest, 1963
14;785;Csihák György (szerkesztő): Délközép Kárpát-medence műveltsége, különös tekintettel a sárközi települések és népi műveltségük fejlődésére;Zürichi Magyar Történelmi Egy., 2004
14;786;Országgyűlési Értesítő 1915.nov.30 - 1916.febr.25 egybekötve. (Az 589-631.országos ülések+ a Főrendiház üléseinek anyaga. A Budapesti Közlöny mellékletei.;
14;787;Mária-kongregáció - Hitbuzgalmi képes havilap. 2 db szám : 1927. október (XXI.évf.2 sz.) + 1932. február (XXV.évf.6.sz.) - saját fotó;Pallas Nyomda
14;788;Mirax Kifestő gyerekeknek - A tél;Mirax, 2011
14;789;Existentita (A szegénység nem törvénytelen);Budapest, 1997
14;790;Csaba József szerk.: Sütőipari műszaki típusmodellek 6. - Sütőipari gépkataszter;Pécsi Szikra Nyomda
14;791;Richard A. Spears: American Slang Dictionary;2006
14;792;350 Exercices Révisions 3. Livre De L'eleve;Hachette, 1993
14;793;"Sue Grafton: """"H"""" Is for Homicide";St. Martin's Paperback, 2007
14;794;Dr. Ambrus Gabriella Konrád Ágnes Tóthné Mess Erika: Módszertani útmutató a Hegyező sorozat mf 4.;Nemzeti Tankönyvkiadó, 2010
14;795;Swift Jonathán: Gulliver utazásai a törpék és az óriások földjén. Az ifjuság számára átdolgozott, legújabb magyar kiadás.;Athenaeum Irod. és Nyomdai Rt., 1913
14;796;V. Román Marian: Komárom megyéből indultak - 30 portré-30 életút;Tatabánya, 1983
14;797;Szántó Konrád: Magyar egyháztörténeti vázlatok 8.évf. (1996) 1-2. szám;Magyar Egyháztört. Encikl. Mun, 1996
14;798;Lev Tolstoi: Krieg und Frieden. Band 1-2.;Rütten und Loening, 1971
14;799;De Lope Vega: Peribanez y el Comendador de Ocana;
14;800;Ábrai Károly: Történeti beszélyek I-II. - 1859-es;Emich Gustáv' Bizománya
14;801;K. Kovács László: Ethnographia - a Magyar Néprajzi Társaság folyóirata 1966 (77. Évfolyam, 4. szám);Akadémiai Kiadó, 1966
14;802;Hajmásy Tibor: Nomográfia a textiliparban - Nagyon ritka könyv;Könnyűipari Kiadó, 1954
14;803;Nagy Péter-Carlos Busquets: A legkisebb testvér - mese-kifestő;Pécsi Direkt Kft., 2002
14;804;Robert A. Verheij Ada Kerkstra: International Comparative Study of Community Nursing;Magánkiadás, 1992
14;805;William C. Cockerham: Medical Sociology;University of Illinois Press, 1978
14;806;Szociológiai szemle 1993/3-4.;Budapest, 1993
14;807;Szociológiai szemle 1994/2;Budapest, 1994
14;808;Dr. Kovács János-Molnár János: Német nyelvkönyv a kereskedelm szakközépiskola III., IV. osztálya számára;Tankönyvkiadó, 1990
14;809;Wir sprechen richtig 1. Teil;Volk und Wissen Volkseigener Verlag, 1966
14;810;Mayer Miksa: Alak- és mértan (Polgári- és felsőbb leányiskolák I-IV. osztályai számára);Lampel Róbert, 1896
14;811;N/osztalgia - Ways of Revisiting the Socialist Past;Berlin, 2007
14;812;Néprajzi hírek (1975. IV. Évfolyam 6. szám);Magyar Néprajzi Társaság, 1975
14;813;Néprajzi hírek (1975. IV. Évfolyam 4-5. szám);Magyar Néprajzi Társaság, 1975
14;814;A pamutszövő munkája Kovaljov módszere szerint;Könnyűipari Könyvkiadó, 1952
14;815;Dr. Homoródi Lajos (összeáll.): Geodézia - A felsőgeodéziai szaktanfolyam felsőgeodézia című tárgyának vezérfonala;Nincs feltüntetve
14;816;Károly József: A nagy fordulat (Dedikált) - Dedikált - Első kiadás;Arad, 1927
14;817;A Budapesti Egységes Hálózat betűrendes távbeszélő névsora 1943. január hó;Budapest, 1943
14;818;Nora Roberts: Inner Harbor (Chesapeake Bay Saga 3);Jove Books, 1999
14;819;Hárs Éva: A Modern Magyar Képtár új szerzeményei;Pécs, 1984
14;820;Ilja Ehrenburg: Trust D. E.;Berlin
14;821;Mihalkovics Géza Dr.: Emlékbeszéd Dr. Henle Jakab a M. Tud. Akadémia kültagja felett;Magyar Tudományos Akadémia, 1887
14;822;Dr. med. T. Berry Brazelton: Babys erstes lebensjahr;Otto Maier Verlag, 1970
14;823;Gáspár Margit: Csiky Gergely és a franciák;Debrecen Szabad Kir. Város, 1928
14;824;Fülep Lajos: Művészettörténeti értesítő 1955. IV. évf. 2. szám;Akadémiai Kiadó, 1955
14;825;Berzsenyi D-Hankiss J. (szerk): Berzsenyi Dániel válogatott költeményei (klasszikusok kincsestára);Papp-Ker Kft., 1994
14;826;Tim Cawkwell - John M. Smith: The World Encyclopedia of the Film;Galahad Books, 1972
14;827;Les Martin: Akte X Stories: Gezeichnet;VGS, 1997
14;828;A. M. Hammacher: Van Gogh. Mit 48 Farbtafeln und 9 Abbildungen im Text;Spring Books, 1961
14;829;Neuhaus Ferenc: A társadalmi kérdés - Gazdaságtani dogmák bírálata;Dick Manó
14;830;Körész Kelemen: A természet rendszere;Pfeifer Ferdinánd, 1861
14;831;Molnár Klára (szerk.): Színházi évkönyv a 2007/2008-as színi évadra;Országos Színháztört. Múzeum, 2009
14;832;Kalmár Zoltán (főszerk.): Kaliber - Önvédelmi, vadász-, katonai és sportfegyverek magazinja / 4.;ISM, 1998
14;833;Andrew Wright: Spellbinders: Level 3. - Space Entertainer;Oxford University Press, 2000
14;834;W. D. Siddle: The story of Oil - A Ladybird 'achievements' book;London And Glasgow
14;835;A napraforgótermesztés öt parancsolata : a napraforgótermesztés legfontosabb irányelvei;Futura, 1942
14;836;Anna King: A Handful of Sovereigns;Warner Books, 1994
14;837;William E. Leuchtenburg: Franklin D. Roosevelt and the New Deal 1932-1940;Harper & Row, Publishers, 1963
14;838;Christina Dodd Connie Brockway: Once Upon a Pillow;Pocket Books, 2002
14;839;Dr. Kayserling M.: Die Jüdische Litteratur von Moses Mendelssohn bis auf die Gegenwart;1896
14;840;Eric J. Topol: Acute Coronary Intervention;New York, 1988
15;841;Dr. Pongrácz Jenő (szerk.): Magyar Törvénykezés 1933. év 8. szám;Budapest, 1933
15;842;Szerk. Tamási Lajos József Attila-díjas költő: Az ember és a munka - Az olvasó munkás klub antológiája - Ritka kiadvány;Táncsics Kiadó, 1967
15;843;Soós Sándor (szerk.): Jókedvű a honvéd... - Katonanóták, menetdalok;Magyar Honvédség, 2001
15;844;Barta Imre: A beruházási folyamat kritikai értékelése;Közgazdasági és Jogi Könyvkiadó, 1982
15;845;Zvi Bodie- Alex Kane- Alan Kane- Alan J. Marcus: Investments;Irwin Publishing Inc., 1999
15;846;Dinah Maria Craik: The head of the family I-II. - A Novel;Bernhard Tauchnitz, 1858
15;847;Strindberg Ágost: A szerző (Egy lélek fejlődése IV.) - saját fotóval;Dick Manó
15;848;Vízügyi Közlemények 2004/3-4.;Budapest, 2004
15;849;Vízügyi Közlemények 2001/2;Budapest, 2001
15;850;Vízügyi Közlemények 2001/4;Budapest, 2001
15;851;Vízügyi Közlemények 1999/4.;Budapest, 1999
15;852;Vízügyi Közlemények 1999/2.;Budapest, 1999
15;853;Vízügyi Közlemények 1998/4.;Budapest, 1998
15;854;Vízügyi Közlemények 2003/3.;Budapest, 2003
15;855;Edouard-Joseph: Dictionnaires Artistes Contemporains 1910-1930 (F-Ma);Paris, 1931
15;856;Hrvatske i srpske etnicke skupine u Baranji;Pécs, 1978
15;857;Kisgrafika (A Kisgrafika Barátok Köre értesítője) 1975/1.;Budapest, 1975
15;858;Kőrösi tanulmányok 4.;Békéscsaba, 1995
15;859;dr. Tar József: A beruházási árindexek számítási módszere (Módszertani füzetek 11);Budapest, 1972
15;860;Horváth Károly (szerk.): Ifjúság és Élet 1927.szept.-1928. jún.10-25. III.évfolyam, 1-20 számok;Budapest, 1927
15;861;The New Chess Player 9.;London, 1980
15;862;Pallier -Pernot: Curso de conversation francais \(Linguaphone) + Kísérő szöveggyűjtemény és kísérő nyelvtani magyarázatok a Linguaphone Institute francia nyelvtanító rendszeréhez;Linguaphone Institute
15;863;A. Czepa: Streichholz Spielereien Kunststücke und Scherze nebst Auslösungen;Otto Maier Verlag
15;864;A Magyar Törvénytár szerkesztőbizottsága: Magyar Törvénytár - Miniszteri rendeletek /Közlekedési, hírközlési és vízügyi miniszteri rendeletek, postaügyi jogszabályok/ 14. kötet;Unió Lap- és Könyvkiadó, 1990
15;865;T. Ágoston László: Tapicskoló;Hungarovox Kiadó, 2014
15;866;Ego: A régi ház gyerekei - Dedikált;Népszava Könyvkereskedés, 1920
15;867;Stavebná fakulta a Fakulta architektúry Slovenskej vysokej skoly technikej v Bratislave;Bratislava, 1977
15;868;B. Pór Ibolya (szerk.): Autó-motor (hiányos évfolyamok egybekötve);Műszaki Könyvkiadó, 1969
15;869;Essias de Morale ou Lettres Ecrites par feu M. Nicole - 1755-ös;Paris
15;870;J. Puig Ferrán - Campáná: Costa brava - angol;
15;871;F. Estelle - R. Simons: Ancestors of Allergy;New York, 1994
15;872;Jöjjetek hozzám (A szeretet Atyai szavai - Az Atyai ház);
15;873;R. Acklam Burgess, Sally: Advanced Gold Exam Maximiser with Key;Longman, 2003
15;874;A papírsárkány;Pécsi Direkt Kft.
15;875;Horizons 3 - Student's Book + CD-ROM;Oxford University Press, 2009
15;876;NEW GENERATION 1 WB.B;Librotrade Kft., 1999
15;877;J. D. Robb (Nora Roberts): Sommer Sehensucht;Wilhelm Heyne Verlag, 2010
15;878;Bakonyi Hugó Szentgyörgyi Ede (összeállító) Zuschke Pál: Német nyelv- és gyakorlókönyv I.;Budapest
15;879;Jeanne Perrett Linnette Ansel Erocak: Our Discovery Island 1. - Pupil's Book;PEARSON-LONGMAN, 2012
15;880;Gavin Will: The Great Atlantic Air Race (A nagy Atlantic repülőverseny);The O'Brien Press, 2008
15;881;Bleistift /Buntstift & So Weiter - Zeichnungen Una H. Moehrke;Magánkiadás
15;882;Heinz G. Konsalik: Die Liebesverschwörung;Librotrade Kft., 2000
15;883;Jack C. Richards Jonathan Hull Susan Proctor: New Interchange Student's Book 1. With 2 CD's;Cambridge University Press, 1999
15;884;A magyar és külföldi irodalom jelesei;Singer és Wolfner
15;885;"Friedrich Lajosné - Godányi Ákosné - Kötél Gyuláné szerk. Dr. Fülöp Géza lekt.: ,,Ki népei vagytok?"" - A világ gyermekszervezeteiről és népi gyermekkultúrájáról";Fővárosi Szabó Ervin Könyvtár, 1979
15;886;TANÍTOM A GYERMEKEMET ÍRNI - 5 ÉVES KORTÓL;Passage Kiadó, 1999
15;887;Szociológiai szemle 1992/4;Budapest, 1992
15;888;Szociológiai szemle 1992/1;Budapest, 1992
15;889;Sag's besser! von Hans Földeak Teil 1-2;
15;890;Márton József: A pap, az őrnagy és a novícia;1980
15;891;Nagy Károly: A nemzetközi szerződések hiteles értelmezése;Szeged, 1963
15;892;David Eddings: MALLOREON 3: DEMON LORD OF KARANDA;Corgi Books, 1998
15;893;Néprajzi hírek (1974. III. Évfolyam 3-6. szám);Magyar Néprajzi Társaság, 1974
15;894;Tóth Tibor: Tanulmányutam a Szovjetunióban;Akadémiai Kiadó, 1963
15;895;Putnoki A. Dávid szerk.: Ösvényen - Lírikusok Irodalmi Műhely antológiája 2006 Dedikált!!;2006
15;896;Bethlen Margit grófnő: Majd - A város - két kis regény;Singer és Wolfner, 1920
15;897;G. Rohn: Die Spinnerei in technologischer Darstellung (A forgó malom technológiája);Verlag von Julius Springer, 1910
15;898;Mit kiván a magyar kereskedelem?;Magyar Kereskedők Lapja
15;899;Komáromi József Schätzl István: Géptan I. (Növénytermesztő és állattenyésztő szakközépiskolák tankönyvei);Mezőgazdasági Kiadó, 1973
15;900;Nagy Masa: Álmodik a lelkem...;Budapest
16;901;Hírlapkezelési utasítás I. (A Magyar Posta szabályzatai H.1.);Közlekedési Dokumentációs Váll, 1980
16;902;Dr. Csiki Ottó-Dr. Simor Antal: Az apasági és a származás megállapítása iránti egyéb perek;Közgazdasági és Jogi Könyvkiadó, 1961
16;903;Kerry S. Smith Cheryl Ingram-Smith: PreTest Biochemistry and Genetics;McGraw-Hill Publishing, 2005
16;904;Takács István: Mosolytól a könnyekig;Pécs, 2007
16;905;Lindák Mihály: A katona, a lány és az öreg - dedikált;Szerzői Kiadás, 1996
16;906;Reader's Digest Condensed Books - Volume 2 -1973;Reader's Digest Association, 1973
16;907;8 db Fényképtár (10,12,13,15-17, 19, 22. / Collection of Photography. Intera Könyvek-Albums. - újszerűek-saját fotó;Intera Könyvek
16;908;Richard S. Snell: Clinical Neuroanatomy for Medical Students;LIPPINCOTT WILLIAMS AND WILKINS, 1997
16;909;A. M. Weze: Ordensleben im Alltag;Frankfurt Am Main, 1963
16;910;A. M. Weigl: Mutter Vogls Weltweite Liebe;Magánkiadás, 1962
16;911;Wilfried König: Fertigungsverfahren Band 5 - Blechumformung (Studium und Praxis);Magánkiadás, 1986
16;912;Joachim H. Knoll: Erwachsenenbildung;Verlag W. Kohlhammer, 1972
16;913;H. Bernstein: TV-Computerspiele;Stuttgart, 1980
16;914;Istennek tetsző életek - A katolikus egyház szentjeiről, mártírjairól VI. + Katolikus névnapok;nincs megadva, 1990
16;915;Ganda Singh: A brief account of the Sikh people - (Saját képekkel);1956
16;916;Christliches Gesangbuch für die evangelischen Gemeinden U. B;Pécs, 1910
16;917;M. Agejew: Roman mit Kokain;Rowohlt Verlag, 1988
16;918;Klaus W. Herterich: Praxis des Frankreich-Geschäfts;Magánkiadás, 1984
16;919;M. von Sartor: Kriegsatlas;Bielefeld und Leipzig, 1917
16;920;Gaston M. van der Gucht: Beppo muss siegen;Aschendorff, 1960
16;921;Winfried Knobloch: Modelleisenbahnen - elektronisch gesteuert - Band 3.;München, 1975
16;922;M. P. Heller: Sonatinen-Album Band II;Richard Birnbach
16;923;Len Deighton: Byte I Berlin;Norstedts, 1983
16;924;Fórum - Társadalomtudományi Szemle 2004/2.;Fórum Kisebbségkutató Intézet, 2004
16;925;Robert R. Blake Jane S. Mouton: Verhaltenspsychologie im Betrieb;Econ Verlag, 1968
16;926;Günter W. Dill Josef Olbrich: Neue Informations- und Kommunikationstechnologien sichern Wettbewerbsfähigkeit;Magánkiadás, 1990
16;927;Wolfgang Schneider: Programmieren von Mikrocomputern - Band 4 - Einführung in PASCAL;Magánkiadás, 1982
16;928;H. Paasonen: Mordwinische Chrestomathie mit Glossar und grammatikalischen Abriss;Helsinki, 1953
16;929;J.B. Lohmann S. J.: Vita D.N. Jesu Christi;Magánkiadás, 1911
16;930;Dr. Kerekes Lajos: Növényvédelem XVII. évfolyam 1. szám - 1941. január 15.;Stephaneum Nyomda, 1941
16;931;Jim Schoel Dick Prouty Paul Radcliffe: Islands of Healing: A Guide to Adventure Based Counseling;1989
16;932;Baloghné Hajós Terézia: Harc az életért - Képek a természetből (Mühlbeck Károly rajzaival);Singer és Wolfner, 1928
16;933;Alan Weiss: Money Talks: How to Make a Million As A Speaker;McGraw-Hill Book Company, 1998
16;934;Tempo 1927/1.;Hamburg, 1927
16;935;Üzleti gazdaságtan II. 1-7. modul;Budapest, 2002
16;936;Emanuel S. Savas: Privatization - The Key to Better Government;1987
16;937;Dr. G. Vorberg: Jean-Jacques Rousseau, Lord Byron, Karl Stauffer;München, 1923
16;938;Kerttu-Kaarina Suosalmi Catherine Rihoit Paul Theroux Mirko Kovac Franz Josef Degenhardt: 5 db Világkönyvtár könyv: A boldogságvadász, a kedvenc, a londoni nagykövetség, Bevezetés egy másik életbe, Justitia FC;Szépirodalmi Könyvkiadó, 1982
16;939;Erdészeti rendeletek tára - I. kötet;Budapest, 1938
16;940;Huszti Ilona - Fábián Márta: Irány a felvételi! - Segédkönyv angol szakra felvételizőknek;Ungvár, 2006
16;941;Tost Alajosné: Magyar költemények a tanuló ifjúság számára - 1904-es;Stephaneum Nyomda
16;942;Serfőző Attila: A színfalak mögött - Dedikált;2006
16;943;Magvető 1965/2;Magvető Könyvkiadó, 1965
16;944;Két beszéd - Elhangzott a Magyar Gyáriparosok Országos Szövetségének 1947. évi június hó 12-én tartott közgyűlésén;Budapest, 1947
16;945;V. Safonov: La terre en fleur;Langues Etrangeres, 1951
16;946;Rolf Schwarz: Sizilianisch mit 5...e7-e5;Schachverlag Rudi Schmaus, 1984
16;947;Rolf Schwarz: Handbuch der Schach-Eröffnungen Band 2;Hamburg, 1971
16;948;Rolf Schwarz: Handbuch der Schach-Eröffnungen Band 3;Hamburg, 1972
16;949;Rolf Schwarz: Handbuch der Schach-Eröffnungen Band 7;Hamburg, 1965
16;950;James W. Kernohan Alfred Uihlein: Sarcomas of the Brain;Charles C. Thomas Publisher, 1962
16;951;A tudás pillérei;2005
16;952;Zsilka János: De constructione TÖRTÉNET ÉS ÁLLAPOT EGYSÉGE A NYELVBEN;Akadémiai Kiadó, 1982
16;953;John Galsworthy: Forsyte saga - 3. Zuvermieten;Neumann Verlag, 1972
16;954;Edward L. Palmer Ph.D. - Sharon Thompson-Schill Ph.D.: Barron's GRE Psychology;library of congress, 1997
16;955;Klaus Lodewick: Barthel 2;2010
16;956;Revue Francaise de Psyhosomatique 1992/2;Paris, 1992
16;957;Dr. Soós Árpád: Poloskák VIII. - Heteroptera VIII. (32 ábrával) - Magyaország Állatvilága (Fauna Hungariae) XVII. kötet 8. füzet. - Heteroptera, Homoptera;Akadémiai Kiadó, 1963
16;958;N. Dr. Bajári Erzsébet Átdolgozta és kiegészítette Dr. Móczár László: Fürkészdarázsalkatúak IV. - Ichneumonoidea IV. (52 ábrával) - Magyarország Állatvilága (Fauna Hungariae) XI. kötet 7. füzet - Hymenoptera I.;Akadémiai Kiadó, 1969
16;959;A német festészet alkotásai szovjet múzeumokban;Leningrad, 1973
16;960;Reader's Digest Condensed Books Volume 1 - 1976;Reader's Digest Association, 1976
17;961;Fodor A. Csaba - Szokoly Miklósné: Szemelvénygyűjtemény az épületfizika területéről;Tankönyvkiadó, 1973
17;962;Chris Moyles: The Gospel According to Chris Moyles: The Story of a Man and His Mouth;Ebury Press, 2007
17;963;Nyilas András: Magyar válasz a világgazdasági kihívásra;Közgazdasági és Jogi Könyvkiadó, 1982
17;964;Tankó Béla: A transcendentalismus philosophiai eszménye;HORNYÁNSZKI VIKTOR, 1914
17;965;Kovács I. Endre (szerk.): Rovartani közlemények - Folia Entomologica Hungarica 1959. Tomus XII. Nr. 24-39. ( XII/II.) - Series Nova;magyar Rovartani Int., 1959
17;966;Dr. Steinmann Henrik (szerk.): Rovartani közlemények - Folia Entomologica Hungarica 1968. Tomus XXI. Nr. 1-15. (Tom.XXI/I.) - Series Nova;magyar Rovartani Int., 1968
17;967;5 db Nemzeti könyvtár sor. (93,94,95,96,98. szám)-Asztalos Miklós:Felszáll a sas-Tabéry Géza:Két csillag között-Upton Sinclair:Letünt világ-Tersánszky J. Jenő:A repülő család-Tolnai Lajos:A kéry család;Nemzeti Könyvtár
17;968;Dr. Siklóssy László szerk.: A Gyűjtő 1913 december;Szent György Céh, 1913
17;969;Dr. Siklóssy László szerk.: A Gyűjtő 1914/5-6.;Szent György Céh, 1914
17;970;Tóthfalussy Béla: Reggeli és esti imádságok a katholikus nagyközönség használatára;Stephaneum Nyomda, 1902
17;971;Susanne Schumacher: Kurzhörspiele 1. - Szenen zum Nachspielen und Diskutieren;Inter Nationes, 1988
17;972;Horváth Dóra - Sándor Imre (szerk.): A kockázatvállalás kihívásai;Budapest, 2004
17;973;Utasítás a Vámjog szabályozásáról szóló 1924: XIX. törvénycikk végrehajtása tárgyában 1939 - kiegészítésekkel;Nincs feltüntetve, 1939
17;974;Hofer Tamás (szerk.): Ethnographia - A Magyar Néprajzi Társaság folyóirata LXXXIX. évfolyam 4. szám 1978;Akadémiai Kiadó, 1978
17;975;Takács Virág: Kóbor kutyák vagyunk mi is / I mi smo psi lutalice;Pécs, 2016
17;976;Györffy István (szerk.) Bartucz Lajos (szerk.): Népélet XLVII. évfolyam 1936. + A Néprajzi Múzeum Értesítője XXVIII. évfolyam 1936.;Budapest, 1937
17;977;A modern vízgazdálkodás földrajzi szempontjai + melléklet;Tankönyvkiadó, 1971
17;978;Kőnig Gyula: Mathematikai és Természettudományi Értesítő. Különlenyomat a XXVII. kötet 3. füzetéből;Budapest, 1909
17;979;Schmeil-Norrenberg: Naturkunde für höhere Lehranstalten I-III.;Verlag von Quelle & Meyer, 1933
17;980;K. Neunzig: Das Naturreich in Bildern;Leipzig
17;981;Kisfaludi Kisfaludy Sándor: A boldog szerelem (Himfy szerelmei II. ) (Számozott);Rózsavölgyi És Társa
17;982;Irving Wallace: Geheimakte R;Bastei-Lübbe, 1982
17;983;Bloch Leó és Fridrich F. Géza szerkesztette: Budapesti Építőmesterek Ipartestülete V. évkönyv 1934.;Budapesti Építőmesterek Ipart., 1934
17;984;Ticaret Matbaacilik T. A. S. (herausgegeben): Kappadokien;Magánkiadás
